2019-02-22T01:00:00.000,Selby Transportation Corp.,1.2,SNT Bus Inc.,0.9,I & Y Transit Corp,0.8,L & M Bus Corp.,0.4,G.V.C. LTD,0.3
2019-02-24T01:00:00.000,G.V.C. LTD,0.6,Pioneer Transportation,0.6,Consolidated Bus Trans. Inc.,0.6
2019-02-25T01:00:00.000,Leesel Transportation Corp.,126.3,Reliant Transportation Inc.,42.4,G.V.C. LTD,21.9,Selby Transportation Corp.,20.799999999999997,Pioneer Transportation,19.5
2019-02-26T01:00:00.000,Leesel Transportation Corp.,100.7,Reliant Transportation Inc.,27.6,Selby Transportation Corp.,20.4,G.V.C. LTD,19.7,Pioneer Transportation,14.9
2019-02-27T01:00:00.000,Leesel Transportation Corp.,120.19999999999999,Selby Transportation Corp.,21.0,Reliant Transportation Inc.,19.2,G.V.C. LTD,16.200000000000003,Pioneer Transportation,10.7
2019-02-28T01:00:00.000,Leesel Transportation Corp.,123.1,Reliant Transportation Inc.,31.2,Selby Transportation Corp.,22.2,G.V.C. LTD,20.1,Boro Transit Inc.,11.5
2019-03-01T01:00:00.000,Leesel Transportation Corp.,130.2,Reliant Transportation Inc.,48.199999999999996,G.V.C. LTD,25.799999999999997,Selby Transportation Corp.,22.8,Pioneer Transportation,15.0
2019-03-05T01:00:00.000,Leesel Transportation Corp.,131.99999999999997,Reliant Transportation Inc.,34.99999999999999,Selby Transportation Corp.,21.599999999999998,G.V.C. LTD,18.3,Pioneer Transportation,14.6
2019-03-06T01:00:00.000,Leesel Transportation Corp.,124.8,G.V.C. LTD,25.0,Reliant Transportation Inc.,21.2,Selby Transportation Corp.,18.999999999999996,Pioneer Transportation,10.299999999999999
2019-03-07T01:00:00.000,Leesel Transportation Corp.,87.1,Reliant Transportation Inc.,32.8,G.V.C. LTD,19.0,Selby Transportation Corp.,17.4,IC Bus Inc.,11.1
2019-03-08T01:00:00.000,Leesel Transportation Corp.,118.3,Reliant Transportation Inc.,26.099999999999998,Selby Transportation Corp.,20.2,G.V.C. LTD,17.7,Pioneer Transportation,11.2
2019-03-11T01:00:00.000,Leesel Transportation Corp.,114.69999999999999,Reliant Transportation Inc.,35.8,G.V.C. LTD,19.900000000000002,Selby Transportation Corp.,19.8,IC Bus Inc.,16.2
2019-03-12T01:00:00.000,Leesel Transportation Corp.,122.69999999999999,Reliant Transportation Inc.,30.999999999999996,Selby Transportation Corp.,19.8,Boro Transit Inc.,17.9,G.V.C. LTD,14.600000000000001
2019-03-13T01:00:00.000,Leesel Transportation Corp.,120.1,Reliant Transportation Inc.,20.6,Selby Transportation Corp.,19.2,G.V.C. LTD,15.2,Allied Transit Corp.,8.399999999999999
2019-03-14T01:00:00.000,Leesel Transportation Corp.,46.599999999999994,Don Thomas Buses Inc.,6.1000000000000005,Empire State Bus Corp.,4.3,Selby Transportation Corp.,4.2,Empire Charter Service Inc.,3.0
2019-03-15T01:00:00.000,Leesel Transportation Corp.,102.0,Reliant Transportation Inc.,29.400000000000002,G.V.C. LTD,18.799999999999997,Selby Transportation Corp.,13.799999999999999,Hoyt Transportation Corp,11.3
2019-03-18T01:00:00.000,Leesel Transportation Corp.,113.8,Reliant Transportation Inc.,33.4,Selby Transportation Corp.,19.599999999999998,G.V.C. LTD,17.5,Boro Transit Inc.,11.3
2019-03-19T01:00:00.000,Leesel Transportation Corp.,109.89999999999999,Reliant Transportation Inc.,24.3,Selby Transportation Corp.,18.599999999999998,G.V.C. LTD,15.9,Boro Transit Inc.,12.7
2019-03-20T01:00:00.000,Leesel Transportation Corp.,105.7,Reliant Transportation Inc.,22.2,G.V.C. LTD,15.100000000000001,Selby Transportation Corp.,14.7,Boro Transit Inc.,9.0
2019-03-21T01:00:00.000,Leesel Transportation Corp.,101.3,Reliant Transportation Inc.,27.4,Selby Transportation Corp.,17.099999999999998,G.V.C. LTD,12.6,Allied Transit Corp.,12.2
2019-03-22T01:00:00.000,Leesel Transportation Corp.,114.0,Reliant Transportation Inc.,43.2,G.V.C. LTD,18.799999999999997,Pioneer Transportation,14.6,Allied Transit Corp.,11.6
2019-03-25T01:00:00.000,Leesel Transportation Corp.,111.0,Reliant Transportation Inc.,30.2,Boro Transit Inc.,16.9,G.V.C. LTD,16.2,Selby Transportation Corp.,14.799999999999999
2019-03-26T01:00:00.000,Leesel Transportation Corp.,114.5,Reliant Transportation Inc.,33.39999999999999,Selby Transportation Corp.,15.6,Boro Transit Inc.,12.5,Allied Transit Corp.,10.200000000000001
2019-03-27T01:00:00.000,Leesel Transportation Corp.,67.0,Reliant Transportation Inc.,17.6,G.V.C. LTD,15.200000000000001,Selby Transportation Corp.,13.6,Pioneer Transportation,12.5
2019-03-28T01:00:00.000,Leesel Transportation Corp.,48.2,Reliant Transportation Inc.,20.599999999999998,G.V.C. LTD,19.1,Allied Transit Corp.,12.3,Selby Transportation Corp.,12.0
2019-03-29T01:00:00.000,Leesel Transportation Corp.,43.3,Reliant Transportation Inc.,25.9,G.V.C. LTD,14.8,Selby Transportation Corp.,13.2,Allied Transit Corp.,11.5
2019-03-31T01:00:00.000,G.V.C. LTD,0.4
2019-04-01T02:00:00.000,Leesel Transportation Corp.,54.6,Reliant Transportation Inc.,37.0,G.V.C. LTD,21.7,Boro Transit Inc.,14.4,Selby Transportation Corp.,11.4
2019-04-02T02:00:00.000,Leesel Transportation Corp.,47.699999999999996,Reliant Transportation Inc.,31.0,Pioneer Transportation,18.3,Boro Transit Inc.,18.1,G.V.C. LTD,18.0
2019-04-03T02:00:00.000,Leesel Transportation Corp.,52.2,Reliant Transportation Inc.,31.799999999999997,G.V.C. LTD,14.5,Allied Transit Corp.,13.799999999999999,Selby Transportation Corp.,12.4
2019-04-04T02:00:00.000,Leesel Transportation Corp.,63.699999999999996,Reliant Transportation Inc.,30.599999999999998,Pioneer Transportation,15.1,G.V.C. LTD,12.2,Boro Transit Inc.,11.3
2019-04-05T02:00:00.000,Leesel Transportation Corp.,48.0,Reliant Transportation Inc.,24.5,Pioneer Transportation,11.1,Selby Transportation Corp.,9.6,G.V.C. LTD,9.6
2019-04-07T02:00:00.000,G.V.C. LTD,0.3
2019-04-08T02:00:00.000,Leesel Transportation Corp.,43.0,Reliant Transportation Inc.,30.6,G.V.C. LTD,14.8,Pioneer Transportation,14.1,Boro Transit Inc.,10.4
2019-04-09T02:00:00.000,Leesel Transportation Corp.,50.8,Reliant Transportation Inc.,44.5,G.V.C. LTD,21.6,Pioneer Transportation,19.9,Boro Transit Inc.,12.1
2019-04-10T02:00:00.000,Leesel Transportation Corp.,46.199999999999996,Reliant Transportation Inc.,32.2,Pioneer Transportation,15.1,G.V.C. LTD,14.8,Selby Transportation Corp.,13.799999999999999
2019-04-11T02:00:00.000,Leesel Transportation Corp.,43.199999999999996,Reliant Transportation Inc.,23.2,SNT Bus Inc.,12.9,Selby Transportation Corp.,12.6,Pioneer Transportation,11.899999999999999
2019-04-12T02:00:00.000,Leesel Transportation Corp.,14.7,Reliant Transportation Inc.,5.0,Empire State Bus Corp.,4.8,New Dawn Transit LLC,2.8000000000000003,Pioneer Transportation,2.0
2019-04-15T02:00:00.000,G.V.C. LTD,0.8,Leesel Transportation Corp.,0.6,Selby Transportation Corp.,0.6,Thomas Buses Inc.,0.6,Consolidated Bus Trans. Inc.,0.4
2019-04-16T02:00:00.000,G.V.C. LTD,1.2999999999999998,IC Bus Inc.,0.6,L & M Bus Corp.,0.4,Allied Transit Corp.,0.2
2019-04-17T02:00:00.000,L & M Bus Corp.,1.6,G.V.C. LTD,0.6,Jofaz Transportation Inc.,0.2
2019-04-18T02:00:00.000,Selby Transportation Corp.,0.6,Leesel Transportation Corp.,0.6,G.V.C. LTD,0.6,Empire State Bus Corp.,0.3
2019-04-22T02:00:00.000,G.V.C. LTD,0.6
2019-04-24T02:00:00.000,SNT Bus Inc.,0.2,G.V.C. LTD,0.2
2019-04-29T02:00:00.000,G.V.C. LTD,0.6
2019-04-30T02:00:00.000,First Steps Transportation Inc.,0.4,Thomas Buses Inc.,0.3,Don Thomas Buses Inc.,0.3,Boro Transit Inc.,0.3,SNT Bus Inc.,0.3
2019-05-01T02:00:00.000,G.V.C. LTD,1.5,Another Ride Inc.,0.6,Don Thomas Buses Inc.,0.6,M.J.T. Bus Company,0.4,L & M Bus Corp.,0.4
2019-05-02T02:00:00.000,Selby Transportation Corp.,1.2,G.V.C. LTD,0.6,Empire State Bus Corp.,0.2
2019-05-03T02:00:00.000,Selby Transportation Corp.,1.2,G.V.C. LTD,1.0,New Dawn Transit LLC,0.4,Allied Transit Corp.,0.3,Don Thomas Buses Inc.,0.3
2019-05-06T02:00:00.000,G.V.C. LTD,0.6000000000000001,Leesel Transportation Corp.,0.6,Selby Transportation Corp.,0.6,Don Thomas Buses Inc.,0.6,Careful Bus,0.3
2019-05-07T02:00:00.000,G.V.C. LTD,1.2,Selby Transportation Corp.,0.6,Pioneer Transportation,0.3
2019-05-08T02:00:00.000,G.V.C. LTD,2.0,L & M Bus Corp.,0.4,Empire Charter Service Inc.,0.4,Don Thomas Buses Inc.,0.3
2019-05-09T02:00:00.000,Leesel Transportation Corp.,0.6,Selby Transportation Corp.,0.6,Logan Bus Company Inc.,0.4,Another Ride Inc.,0.3,Mar-Can Transportation,0.2
2019-05-10T02:00:00.000,Pioneer Transportation,0.7,Selby Transportation Corp.,0.6,Thomas Buses Inc.,0.4,I & Y Transit Corp,0.4,Don Thomas Buses Inc.,0.3
2019-05-13T02:00:00.000,G.V.C. LTD,1.7999999999999998,Don Thomas Buses Inc.,0.6,Leesel Transportation Corp.,0.6,Selby Transportation Corp.,0.6,I & Y Transit Corp,0.4
2019-05-14T02:00:00.000,G.V.C. LTD,2.1,L & M Bus Corp.,0.8,I & Y Transit Corp,0.4,New Dawn Transit LLC,0.4
2019-05-15T02:00:00.000,Boro Transit Inc.,1.2,G.V.C. LTD,1.0,Leesel Transportation Corp.,0.6,Bobby’s Bus Co.,0.6,Thomas Buses Inc.,0.4
2019-05-16T02:00:00.000,Leesel Transportation Corp.,36.699999999999996,Boro Transit Inc.,7.4,Reliant Transportation Inc.,6.8,G.V.C. LTD,6.3999999999999995,Pioneer Transportation,3.6
2019-05-17T02:00:00.000,Leesel Transportation Corp.,58.199999999999996,Reliant Transportation Inc.,31.200000000000003,G.V.C. LTD,18.1,Selby Transportation Corp.,15.6,Pioneer Transportation,13.799999999999999
2019-05-19T02:00:00.000,Hoyt Transportation Corp,0.3
2019-05-20T02:00:00.000,Leesel Transportation Corp.,57.4,Reliant Transportation Inc.,31.0,Pioneer Transportation,12.3,Boro Transit Inc.,10.8,Selby Transportation Corp.,10.799999999999999
2019-05-21T02:00:00.000,Leesel Transportation Corp.,62.199999999999996,Reliant Transportation Inc.,30.0,Pioneer Transportation,15.299999999999999,Selby Transportation Corp.,13.2,Allied Transit Corp.,10.100000000000001
2019-05-22T02:00:00.000,Leesel Transportation Corp.,69.6,Reliant Transportation Inc.,24.799999999999997,Pioneer Transportation,15.5,Selby Transportation Corp.,14.399999999999999,Boro Transit Inc.,10.8
2019-05-23T02:00:00.000,Leesel Transportation Corp.,71.89999999999999,Reliant Transportation Inc.,36.7,Pioneer Transportation,18.6,Selby Transportation Corp.,15.0,G.V.C. LTD,10.0
2019-05-24T02:00:00.000,Leesel Transportation Corp.,60.3,Reliant Transportation Inc.,33.7,Pioneer Transportation,12.3,Selby Transportation Corp.,12.0,Boro Transit Inc.,8.1
2019-05-28T02:00:00.000,Leesel Transportation Corp.,59.4,Selby Transportation Corp.,18.0,Reliant Transportation Inc.,18.0,Pioneer Transportation,10.2,Boro Transit Inc.,10.0
2019-05-29T02:00:00.000,Leesel Transportation Corp.,43.199999999999996,Reliant Transportation Inc.,34.0,Pioneer Transportation,16.2,Selby Transportation Corp.,16.0,L & M Bus Corp.,16.0
2019-05-30T02:00:00.000,Leesel Transportation Corp.,39.4,Reliant Transportation Inc.,24.799999999999997,Selby Transportation Corp.,14.399999999999999,Pioneer Transportation,12.7,G.V.C. LTD,11.200000000000001
2019-05-31T02:00:00.000,Leesel Transportation Corp.,67.2,Reliant Transportation Inc.,35.3,Pioneer Transportation,19.8,Boro Transit Inc.,18.299999999999997,G.V.C. LTD,15.4
2019-06-02T02:00:00.000,Reliant Transportation Inc.,0.6,Boro Transit Inc.,0.4,SNT Bus Inc.,0.3
2019-06-03T02:00:00.000,Leesel Transportation Corp.,52.3,Reliant Transportation Inc.,33.0,Selby Transportation Corp.,16.2,Boro Transit Inc.,14.3,Pioneer Transportation,12.6
2019-06-04T02:00:00.000,Leesel Transportation Corp.,11.4,Selby Transportation Corp.,4.8,Boro Transit Inc.,1.6,Hoyt Transportation Corp,1.6,L & M Bus Corp.,1.6
2019-06-05T02:00:00.000,Leesel Transportation Corp.,48.8,Pioneer Transportation,17.9,Reliant Transportation Inc.,17.099999999999998,Selby Transportation Corp.,14.399999999999999,Boro Transit Inc.,10.600000000000001
2019-06-06T02:00:00.000,Leesel Transportation Corp.,28.799999999999997,Selby Transportation Corp.,7.6,Boro Transit Inc.,3.8000000000000003,SNT Bus Inc.,3.6,Reliant Transportation Inc.,3.4
2019-06-07T02:00:00.000,Leesel Transportation Corp.,59.099999999999994,Reliant Transportation Inc.,21.799999999999997,Pioneer Transportation,12.4,Boro Transit Inc.,12.4,Selby Transportation Corp.,12.0
2019-06-09T02:00:00.000,G.V.C. LTD,0.3
2019-06-10T02:00:00.000,Leesel Transportation Corp.,60.3,Reliant Transportation Inc.,29.5,G.V.C. LTD,17.2,Selby Transportation Corp.,15.0,Pioneer Transportation,11.399999999999999
2019-06-11T02:00:00.000,Leesel Transportation Corp.,30.9,Reliant Transportation Inc.,8.9,Selby Transportation Corp.,8.4,Boro Transit Inc.,6.9,G.V.C. LTD,5.8999999999999995
2019-06-12T02:00:00.000,Leesel Transportation Corp.,63.3,G.V.C. LTD,17.4,Boro Transit Inc.,13.8,Pioneer Transportation,12.6,Selby Transportation Corp.,12.0
2019-06-13T02:00:00.000,Leesel Transportation Corp.,62.3,Selby Transportation Corp.,15.6,Reliant Transportation Inc.,15.0,G.V.C. LTD,11.6,Boro Transit Inc.,11.6
2019-06-14T02:00:00.000,Leesel Transportation Corp.,52.5,Reliant Transportation Inc.,18.8,G.V.C. LTD,17.5,Selby Transportation Corp.,16.2,Pioneer Transportation,15.7
2019-06-16T02:00:00.000,IC Bus Inc.,0.4
2019-06-17T02:00:00.000,Leesel Transportation Corp.,41.1,Reliant Transportation Inc.,17.4,Selby Transportation Corp.,15.6,G.V.C. LTD,13.899999999999999,Pioneer Transportation,11.6
2019-06-18T02:00:00.000,Leesel Transportation Corp.,64.3,Selby Transportation Corp.,17.599999999999998,G.V.C. LTD,8.5,Reliant Transportation Inc.,8.1,New Dawn Transit LLC,7.200000000000001
2019-06-19T02:00:00.000,Leesel Transportation Corp.,44.8,Selby Transportation Corp.,16.8,Reliant Transportation Inc.,13.999999999999998,Pioneer Transportation,13.5,G.V.C. LTD,11.899999999999999
2019-06-20T02:00:00.000,Leesel Transportation Corp.,64.3,Reliant Transportation Inc.,18.099999999999998,Selby Transportation Corp.,16.8,G.V.C. LTD,16.5,Boro Transit Inc.,9.2
2019-06-21T02:00:00.000,Leesel Transportation Corp.,56.1,G.V.C. LTD,19.5,Selby Transportation Corp.,16.8,Reliant Transportation Inc.,13.8,New Dawn Transit LLC,12.0
2019-06-23T02:00:00.000,Hoyt Transportation Corp,0.3
2019-06-24T02:00:00.000,Leesel Transportation Corp.,59.89999999999999,G.V.C. LTD,15.799999999999999,New Dawn Transit LLC,12.600000000000001,Reliant Transportation Inc.,9.499999999999998,Boro Transit Inc.,7.7
2019-06-25T02:00:00.000,Leesel Transportation Corp.,38.5,Selby Transportation Corp.,8.4,G.V.C. LTD,8.0,Boro Transit Inc.,7.7,Pioneer Transportation,5.7
2019-06-26T02:00:00.000,Leesel Transportation Corp.,17.4,Selby Transportation Corp.,7.8,Pride Transportation Services,5.0,Reliant Transportation Inc.,5.0,New Dawn Transit LLC,4.8
2019-06-27T02:00:00.000,Selby Transportation Corp.,2.4,L & M Bus Corp.,1.4,Don Thomas Buses Inc.,0.6,G.V.C. LTD,0.3,Boro Transit Inc.,0.2
2019-09-03T02:00:00.000,Reliant Transportation Inc.,15.6,Leesel Transportation Corp.,9.5,Hoyt Transportation Corp,5.7,Boro Transit Inc.,5.2,L & M Bus Corp.,4.2
2019-09-04T02:00:00.000,Reliant Transportation Inc.,24.7,Leesel Transportation Corp.,17.4,Pride Transportation Services,11.8,L & M Bus Corp.,9.8,Boro Transit Inc.,9.399999999999999
2019-09-05T02:00:00.000,Reliant Transportation Inc.,94.89999999999999,Pioneer Transportation,52.0,Boro Transit Inc.,35.7,First Steps Transportation Inc.,24.0,Hoyt Transportation Corp,23.5
2019-09-06T02:00:00.000,Reliant Transportation Inc.,94.39999999999999,Leesel Transportation Corp.,50.4,Boro Transit Inc.,26.9,Pioneer Transportation,23.8,First Steps Transportation Inc.,19.3
2019-09-08T02:00:00.000,Reliant Transportation Inc.,1.2,Boro Transit Inc.,1.0
2019-09-09T02:00:00.000,Reliant Transportation Inc.,105.5,Leesel Transportation Corp.,54.8,Boro Transit Inc.,38.400000000000006,Pioneer Transportation,30.1,Hoyt Transportation Corp,22.2
2019-09-10T02:00:00.000,Leesel Transportation Corp.,102.6,Reliant Transportation Inc.,86.0,Pioneer Transportation,28.0,Boro Transit Inc.,26.0,First Steps Transportation Inc.,24.1
2019-09-11T02:00:00.000,Leesel Transportation Corp.,76.9,Reliant Transportation Inc.,62.599999999999994,IC Bus Inc.,31.7,Pioneer Transportation,27.9,Boro Transit Inc.,25.3
2019-09-12T02:00:00.000,Leesel Transportation Corp.,87.6,Reliant Transportation Inc.,63.8,Pioneer Transportation,26.0,IC Bus Inc.,22.8,Boro Transit Inc.,22.5
2019-09-13T02:00:00.000,Leesel Transportation Corp.,118.8,Reliant Transportation Inc.,57.6,Pioneer Transportation,24.1,G.V.C. LTD,20.8,Boro Transit Inc.,16.8
2019-09-16T02:00:00.000,Leesel Transportation Corp.,78.2,Reliant Transportation Inc.,67.6,Boro Transit Inc.,19.8,Pioneer Transportation,17.8,G.V.C. LTD,15.2
2019-09-17T02:00:00.000,Leesel Transportation Corp.,31.2,Selby Transportation Corp.,9.0,L & M Bus Corp.,6.0,Don Thomas Buses Inc.,4.2,G.V.C. LTD,4.0
2019-09-18T02:00:00.000,Leesel Transportation Corp.,104.0,Reliant Transportation Inc.,45.4,Boro Transit Inc.,17.5,IC Bus Inc.,15.7,Pioneer Transportation,15.0
2019-09-19T02:00:00.000,Leesel Transportation Corp.,124.89999999999999,Reliant Transportation Inc.,46.199999999999996,Boro Transit Inc.,19.6,IC Bus Inc.,17.0,L & M Bus Corp.,15.799999999999999
2019-09-20T02:00:00.000,Leesel Transportation Corp.,107.1,Reliant Transportation Inc.,45.4,G.V.C. LTD,24.0,Boro Transit Inc.,22.3,IC Bus Inc.,20.5
2019-09-22T02:00:00.000,Lorinda Ent. Ltd.,1.0,Phillip Bus Corp.,0.4
2019-09-23T02:00:00.000,Leesel Transportation Corp.,134.1,Reliant Transportation Inc.,48.8,Boro Transit Inc.,20.8,Pioneer Transportation,20.499999999999996,G.V.C. LTD,19.9
2019-09-24T02:00:00.000,Leesel Transportation Corp.,140.39999999999998,Reliant Transportation Inc.,61.99999999999999,Boro Transit Inc.,30.4,Pioneer Transportation,23.9,L & M Bus Corp.,21.4
2019-09-25T02:00:00.000,Leesel Transportation Corp.,137.7,Reliant Transportation Inc.,47.6,Boro Transit Inc.,23.799999999999997,G.V.C. LTD,19.6,Pioneer Transportation,13.2
2019-09-26T02:00:00.000,Leesel Transportation Corp.,121.0,Reliant Transportation Inc.,45.3,Boro Transit Inc.,22.8,Pioneer Transportation,13.299999999999999,G.V.C. LTD,13.1
2019-09-27T02:00:00.000,Leesel Transportation Corp.,123.19999999999999,Reliant Transportation Inc.,52.4,Boro Transit Inc.,20.5,G.V.C. LTD,15.3,Pride Transportation Services,15.1
2019-09-30T02:00:00.000,Boro Transit Inc.,1.6,Leesel Transportation Corp.,1.5,G.V.C. LTD,1.2,Pride Transportation Services,1.2,SNT Bus Inc.,0.7
2019-10-01T02:00:00.000,Selby Transportation Corp.,1.7999999999999998,Hoyt Transportation Corp,0.8999999999999999,Leesel Transportation Corp.,0.8999999999999999,Reliant Transportation Inc.,0.6,SNT Bus Inc.,0.4
2019-10-02T02:00:00.000,Leesel Transportation Corp.,112.89999999999999,Reliant Transportation Inc.,56.4,G.V.C. LTD,19.0,Pioneer Transportation,18.6,L & M Bus Corp.,16.4
2019-10-03T02:00:00.000,Leesel Transportation Corp.,130.4,Reliant Transportation Inc.,36.0,G.V.C. LTD,21.299999999999997,Pride Transportation Services,14.600000000000001,Pioneer Transportation,12.499999999999998
2019-10-04T02:00:00.000,Leesel Transportation Corp.,139.4,Reliant Transportation Inc.,65.7,IC Bus Inc.,19.400000000000002,G.V.C. LTD,16.8,Don Thomas Buses Inc.,13.799999999999999
2019-10-06T02:00:00.000,Boro Transit Inc.,1.5
2019-10-07T02:00:00.000,Leesel Transportation Corp.,130.0,Reliant Transportation Inc.,57.699999999999996,Boro Transit Inc.,27.8,Pride Transportation Services,16.3,G.V.C. LTD,15.7
2019-10-08T02:00:00.000,Leesel Transportation Corp.,124.5,Reliant Transportation Inc.,35.6,Boro Transit Inc.,20.200000000000003,G.V.C. LTD,13.8,Van Trans LLC,8.6
2019-10-09T02:00:00.000,Boro Transit Inc.,3.5,First Steps Transportation Inc.,2.0,G.V.C. LTD,1.6,Pride Transportation Services,1.2,SNT Bus Inc.,1.0
2019-10-10T02:00:00.000,Leesel Transportation Corp.,129.6,Reliant Transportation Inc.,42.6,Boro Transit Inc.,30.400000000000002,G.V.C. LTD,14.200000000000001,Empire Charter Service Inc.,12.7
2019-10-11T02:00:00.000,Leesel Transportation Corp.,126.89999999999999,Reliant Transportation Inc.,53.099999999999994,Boro Transit Inc.,19.8,G.V.C. LTD,19.2,Empire Charter Service Inc.,11.2
2019-10-14T02:00:00.000,Alina Services Corp,0.4
2019-10-15T02:00:00.000,Leesel Transportation Corp.,117.8,Reliant Transportation Inc.,37.6,Boro Transit Inc.,17.6,SNT Bus Inc.,13.899999999999999,Pioneer Transportation,13.1
2019-10-16T02:00:00.000,Leesel Transportation Corp.,119.3,Reliant Transportation Inc.,41.6,G.V.C. LTD,18.9,Boro Transit Inc.,11.500000000000002,Pioneer Transportation,10.700000000000001
2019-10-17T02:00:00.000,Leesel Transportation Corp.,121.2,Reliant Transportation Inc.,35.8,G.V.C. LTD,21.799999999999997,Boro Transit Inc.,13.0,Pioneer Transportation,8.6
2019-10-18T02:00:00.000,Leesel Transportation Corp.,161.1,Reliant Transportation Inc.,43.6,G.V.C. LTD,24.1,Boro Transit Inc.,20.900000000000002,Pioneer Transportation,14.3
2019-10-21T02:00:00.000,Leesel Transportation Corp.,121.0,Reliant Transportation Inc.,35.4,G.V.C. LTD,23.7,Boro Transit Inc.,20.7,Pioneer Transportation,11.9
2019-10-22T02:00:00.000,Leesel Transportation Corp.,177.20000000000002,Reliant Transportation Inc.,45.4,G.V.C. LTD,29.8,Boro Transit Inc.,17.2,SNT Bus Inc.,13.8
2019-10-23T02:00:00.000,Leesel Transportation Corp.,137.1,Reliant Transportation Inc.,41.1,G.V.C. LTD,19.6,Boro Transit Inc.,14.3,Empire Charter Service Inc.,9.299999999999999
2019-10-24T02:00:00.000,Leesel Transportation Corp.,191.5,Reliant Transportation Inc.,77.1,Boro Transit Inc.,37.800000000000004,Pioneer Transportation,29.099999999999998,Empire Charter Service Inc.,19.0
2019-10-25T02:00:00.000,Leesel Transportation Corp.,207.0,Reliant Transportation Inc.,65.1,Boro Transit Inc.,31.3,Pioneer Transportation,27.099999999999998,G.V.C. LTD,21.2
2019-10-27T02:00:00.000,Boro Transit Inc.,2.0,G.V.C. LTD,0.3
2019-10-28T01:00:00.000,Leesel Transportation Corp.,187.4,Reliant Transportation Inc.,82.7,Boro Transit Inc.,31.900000000000002,IC Bus Inc.,19.700000000000003,G.V.C. LTD,18.299999999999997
2019-10-29T01:00:00.000,Leesel Transportation Corp.,77.2,Reliant Transportation Inc.,45.599999999999994,G.V.C. LTD,13.299999999999999,Empire Charter Service Inc.,12.0,Pride Transportation Services,11.9
2019-10-30T01:00:00.000,Leesel Transportation Corp.,77.7,Reliant Transportation Inc.,42.599999999999994,Pride Transportation Services,14.3,G.V.C. LTD,12.4,Boro Transit Inc.,12.3
2019-10-31T01:00:00.000,Leesel Transportation Corp.,107.1,Reliant Transportation Inc.,58.1,Pride Transportation Services,18.1,Pioneer Transportation,15.8,Van Trans LLC,15.6
2019-11-01T01:00:00.000,Leesel Transportation Corp.,133.89999999999998,Reliant Transportation Inc.,80.8,G.V.C. LTD,29.1,Boro Transit Inc.,27.200000000000003,Consolidated Bus Trans. Inc.,15.8
2019-11-03T01:00:00.000,Reliant Transportation Inc.,1.2,All County Bus LLC,1.2
2019-11-04T01:00:00.000,Leesel Transportation Corp.,138.5,Reliant Transportation Inc.,82.3,Pioneer Transportation,29.4,SNT Bus Inc.,26.3,G.V.C. LTD,26.0
2019-11-05T01:00:00.000,Reliant Transportation Inc.,8.0,Leesel Transportation Corp.,6.0,New Dawn Transit LLC,5.0,L & M Bus Corp.,4.0,Hoyt Transportation Corp,2.4
2019-11-06T01:00:00.000,Leesel Transportation Corp.,102.7,Reliant Transportation Inc.,44.9,Boro Transit Inc.,25.4,G.V.C. LTD,20.099999999999998,SNT Bus Inc.,16.599999999999998
2019-11-07T01:00:00.000,Leesel Transportation Corp.,69.3,Reliant Transportation Inc.,48.4,Boro Transit Inc.,12.600000000000001,G.V.C. LTD,10.4,IC Bus Inc.,9.4
2019-11-08T01:00:00.000,Leesel Transportation Corp.,72.19999999999999,Reliant Transportation Inc.,33.5,Boro Transit Inc.,14.899999999999999,Empire Charter Service Inc.,10.5,SNT Bus Inc.,9.6
2019-11-11T01:00:00.000,L & M Bus Corp.,0.4,All American School Bus,0.4,Reliant Transportation Inc.,0.4
2019-11-12T01:00:00.000,Leesel Transportation Corp.,75.4,Reliant Transportation Inc.,47.1,Boro Transit Inc.,31.200000000000003,SNT Bus Inc.,26.8,G.V.C. LTD,17.8
2019-11-13T01:00:00.000,Leesel Transportation Corp.,84.6,Reliant Transportation Inc.,27.200000000000003,SNT Bus Inc.,20.0,Boro Transit Inc.,19.9,G.V.C. LTD,15.299999999999999
2019-11-14T01:00:00.000,Leesel Transportation Corp.,74.8,Reliant Transportation Inc.,31.0,Boro Transit Inc.,16.6,SNT Bus Inc.,12.8,G.V.C. LTD,11.1
2019-11-15T01:00:00.000,Leesel Transportation Corp.,90.4,Reliant Transportation Inc.,31.599999999999998,Boro Transit Inc.,17.6,G.V.C. LTD,16.1,Van Trans LLC,11.2
2019-11-18T01:00:00.000,Leesel Transportation Corp.,124.5,Reliant Transportation Inc.,47.4,Boro Transit Inc.,35.1,G.V.C. LTD,25.099999999999998,IC Bus Inc.,22.900000000000002
2019-11-19T01:00:00.000,Leesel Transportation Corp.,181.0,Reliant Transportation Inc.,61.0,Boro Transit Inc.,31.700000000000003,G.V.C. LTD,19.599999999999998,Pioneer Transportation,18.299999999999997
2019-11-20T01:00:00.000,Leesel Transportation Corp.,188.4,Reliant Transportation Inc.,65.19999999999999,Boro Transit Inc.,38.8,G.V.C. LTD,19.099999999999998,L & M Bus Corp.,17.2
2019-11-21T01:00:00.000,Leesel Transportation Corp.,195.8,Reliant Transportation Inc.,41.0,Boro Transit Inc.,32.800000000000004,Pride Transportation Services,25.8,G.V.C. LTD,21.3
